Precinct Name,Voting District,Type,One Race,White,Black,Native American,Asian,Pacific Islander,Other,Two or more,Hispanic/Latino,18+,,,
Baltimore City Precinct 16-005,16-005,Adj,"1,988",58,"1,904",4,16,0,6,59,26,"1,686",,,
Baltimore City Precinct 16-006,16-006,Adj,"2,044",16,"2,018",5,0,0,5,29,51,"1,702",,,
Baltimore City Precinct 16-007,16-007,Adj,"1,587",20,"1,553",4,4,0,6,34,41,"1,264",,,
Baltimore City Precinct 16-008,16-008,Adj,967,8,953,2,4,0,0,16,17,775,,,
Baltimore City Precinct 16-009,16-009,Adj,"1,582",13,"1,554",6,1,0,8,46,14,"1,276",,,
Baltimore City Precinct 16-010,16-010,Adj,"1,063",8,"1,046",1,0,0,8,23,13,837,,,
Baltimore City Precinct 16-011,16-011,Adj,932,19,912,0,0,0,1,44,25,788,,,
Baltimore City Precinct 16-012,16-012,Adj,"2,197",25,"2,157",4,4,0,7,82,34,"1,693",,,
Baltimore City Precinct 16-013,16-013,Adj,"1,980",23,"1,951",2,0,0,4,33,38,"1,537",,,
Baltimore City Precinct 16-014,16-014,Adj,"3,509",52,"3,432",10,5,2,8,111,71,"2,910",,,
Baltimore City Precinct 17-001,17-001,Adj,237,12,206,3,11,3,2,20,11,210,,,
Baltimore City Precinct 17-002,17-002,Adj,"3,729",271,"3,387",8,34,4,25,136,119,"3,103",,,
Baltimore City Precinct 18-001,18-001,Adj,"1,662",23,"1,615",2,3,0,19,59,22,"1,209",,,
Baltimore City Precinct 18-002,18-002,Adj,"2,062",478,"1,476",4,74,0,30,92,156,"1,877",,,
Baltimore City Precinct 19-001,19-001,Adj,"1,532",53,"1,452",7,9,0,11,43,86,"1,294",,,
Baltimore City Precinct 19-002,19-002,Adj,"2,694",791,"1,822",15,51,3,12,159,479,"2,497",,,
Baltimore City Precinct 19-003,19-003,Adj,283,40,243,0,0,0,0,4,7,254,,,
Baltimore City Precinct 20-001,20-001,Adj,"1,769",28,"1,731",0,6,0,4,45,26,"1,442",,,
Baltimore City Precinct 20-002,20-002,Adj,851,48,792,3,1,0,7,61,33,742,,,
Baltimore City Precinct 20-003,20-003,Adj,"2,032",67,"1,939",7,6,3,10,53,65,"1,677",,,
Baltimore City Precinct 20-004,20-004,Adj,239,0,238,1,0,0,0,3,2,191,,,
Baltimore City Precinct 20-005,20-005,Adj,"1,145",35,"1,091",4,7,0,8,52,64,952,,,
Baltimore City Precinct 20-006,20-006,Adj,"3,326",43,"3,260",10,5,1,7,55,40,"2,700",,,
Baltimore City Precinct 20-007,20-007,Adj,"2,593",137,"2,418",6,24,0,8,75,91,"2,184",,,
Baltimore City Precinct 20-008,20-008,Adj,820,95,716,2,7,0,0,45,24,704,,,
Baltimore City Precinct 20-009,20-009,Adj,873,410,430,3,25,0,5,59,102,803,,,
Baltimore City Precinct 20-010,20-010,Adj,800,179,582,7,30,0,2,40,73,677,,,
Baltimore City Precinct 20-011,20-011,Adj,"1,927",460,"1,419",8,27,0,13,101,153,"1,564",,,
Baltimore City Precinct 20-012,20-012,Unadj,0,0,0,0,0,0,0,0,0,0,,,
Baltimore City Precinct 21-001,21-001,Adj,"1,034",648,205,0,168,0,13,48,67,"1,054",,,
Baltimore City Precinct 21-002,21-002,Adj,"1,706",601,923,9,154,2,17,90,129,"1,663",,,
Baltimore City Precinct 21-003,21-003,Adj,"2,306",709,"1,425",0,157,0,15,146,155,"2,071",,,
Baltimore City Precinct 21-004,21-004,Adj,668,250,387,5,22,0,4,30,27,636,,,
Baltimore City Precinct 21-005,21-005,Unadj,7,6,0,1,0,0,0,0,4,10,,,
Baltimore City Precinct 22-001,22-001,Adj,"1,869","1,316",392,1,149,0,11,71,86,"1,968",,,
Baltimore City Precinct 22-002,22-002,Adj,"1,597","1,382",101,2,101,0,11,106,125,"1,628",,,
Baltimore City Precinct 23-001,23-001,Adj,"1,562","1,399",98,2,48,1,14,95,102,"1,604",,,
Baltimore City Precinct 23-002,23-002,Adj,"1,618",945,598,2,71,0,2,57,70,"1,517",,,
Baltimore City Precinct 23-003,23-003,Adj,"2,472","2,183",175,5,99,1,9,108,134,"2,539",,,
Baltimore City Precinct 24-001,24-001,Unadj,852,758,55,0,39,0,0,36,45,808,,,
Baltimore City Precinct 24-002,24-002,Unadj,"1,064",952,45,0,67,0,0,36,53,"1,054",,,
Baltimore City Precinct 24-003,24-003,Unadj,"1,910","1,734",60,0,110,0,6,67,89,"1,910",,,
Baltimore City Precinct 24-004,24-004,Adj,"2,749","2,538",109,2,95,0,5,155,178,"2,695",,,
Baltimore City Precinct 24-005,24-005,Adj,"4,447","3,998",183,6,228,3,29,208,237,"4,299",,,
Baltimore City Precinct 25-001,25-001,Adj,"3,813",448,"3,224",0,111,0,30,118,166,"3,150",,,
Baltimore City Precinct 25-002,25-002,Adj,"2,711",151,"2,507",0,42,0,11,78,81,"2,183",,,
Baltimore City Precinct 25-003,25-003,Adj,"2,546","1,727",710,10,89,1,9,154,218,"2,389",,,
Baltimore City Precinct 25-004,25-004,Adj,"3,451","2,207","1,064",13,134,1,32,206,656,"3,385",,,
Baltimore City Precinct 25-005,25-005,Adj,"2,738",612,"1,967",6,129,0,24,156,"2,130","3,520",,,
Baltimore City Precinct 25-006,25-006,Adj,"1,320",52,"1,246",3,7,0,12,61,83,"1,010",,,
Baltimore City Precinct 25-007,25-007,Adj,570,70,484,6,4,0,6,22,11,453,,,
Baltimore City Precinct 25-008,25-008,Adj,"3,754",137,"3,565",4,29,0,19,142,180,"2,744",,,
Baltimore City Precinct 25-009,25-009,Adj,"1,643",11,"1,628",1,0,1,2,40,26,"1,067",,,
Baltimore City Precinct 25-010,25-010,Adj,"1,714",65,"1,620",7,18,0,4,55,99,"1,408",,,
Baltimore City Precinct 25-011,25-011,Adj,776,429,256,12,73,1,5,41,716,"1,093",,,
Baltimore City Precinct 25-012,25-012,Adj,"1,828",971,786,10,44,0,17,179,995,"2,085",,,
Baltimore City Precinct 25-013,25-013,Adj,"1,116",587,485,4,28,0,12,99,361,"1,120",,,
Baltimore City Precinct 25-014,25-014,Adj,"1,765",332,"1,404",9,10,0,10,112,427,"1,462",,,
Baltimore City Precinct 25-015,25-015,Adj,"1,954",675,"1,244",1,24,0,10,133,318,"1,789",,,
Baltimore City Precinct 25-016,25-016,Adj,"2,167","1,328",754,11,42,4,28,215,441,"2,133",,,
Baltimore City Precinct 25-017,25-017,Adj,579,236,316,0,23,1,3,38,54,584,,,
Baltimore City Precinct 25-018,25-018,Unadj,484,167,306,0,8,0,3,26,22,469,,,
Baltimore City Precinct 26-001,26-001,Adj,466,338,107,7,12,0,2,34,175,512,,,
Baltimore City Precinct 26-002,26-002,Adj,"1,999",700,"1,205",17,47,2,28,121,"1,483","2,578",,,
Baltimore City Precinct 26-003,26-003,Adj,"1,449",997,395,15,28,0,14,76,"1,335","2,142",,,
Baltimore City Precinct 26-004,26-004,Adj,"1,177",792,284,4,78,0,19,47,"1,448","1,925",,,
Baltimore City Precinct 26-005,26-005,Adj,652,436,157,4,48,0,7,33,525,940,,,
Baltimore City Precinct 26-006,26-006,Adj,893,745,99,1,36,0,12,62,"1,049","1,448",,,
Baltimore City Precinct 26-007,26-007,Adj,"1,685","1,277",256,6,137,1,8,99,"1,089","2,252",,,
Baltimore City Precinct 26-008,26-008,Adj,"1,804","1,491",124,5,174,0,10,52,91,"1,812",,,
Baltimore City Precinct 26-009,26-009,Adj,"3,222","2,908",134,17,154,1,8,155,328,"3,284",,,
Baltimore City Precinct 26-010,26-010,Adj,"2,160","1,312",688,21,126,0,13,105,"2,492","3,562",,,
Baltimore City Precinct 26-011,26-011,Adj,"1,034",653,304,16,43,0,18,90,"1,536","1,925",,,
Baltimore City Precinct 26-012,26-012,Adj,637,83,490,6,54,0,4,36,524,871,,,
Baltimore City Precinct 26-013,26-013,Adj,986,865,95,2,12,1,11,67,746,"1,299",,,
Baltimore City Precinct 26-014,26-014,Adj,"1,043",772,208,8,37,0,18,98,"1,239","1,666",,,
Baltimore City Precinct 26-015,26-015,Adj,"2,347",88,"2,191",9,45,0,14,67,85,"1,862",,,
Baltimore City Precinct 26-016,26-016,Adj,"1,673",33,"1,613",1,17,0,9,43,28,"1,230",,,
Baltimore City Precinct 26-017,26-017,Adj,977,44,926,3,2,1,1,37,36,744,,,
Baltimore City Precinct 26-018,26-018,Adj,"1,383",51,"1,316",7,0,0,9,31,28,"1,121",,,
Baltimore City Precinct 26-019,26-019,Adj,"1,762",49,"1,690",7,3,0,13,43,38,"1,430",,,
Baltimore City Precinct 26-020,26-020,Adj,"1,008",45,956,0,3,2,2,32,27,802,,,
Baltimore City Precinct 26-021,26-021,Adj,"1,266",52,"1,198",4,7,1,4,48,40,983,,,
Baltimore City Precinct 26-022,26-022,Adj,"1,011",50,943,5,13,0,0,29,34,798,,,
Baltimore City Precinct 26-023,26-023,Adj,"1,670",108,"1,552",1,1,0,8,28,36,"1,326",,,
Baltimore City Precinct 26-024,26-024,Adj,"2,967",164,"2,720",2,68,1,12,74,73,"2,490",,,
Baltimore City Precinct 26-025,26-025,Adj,"2,683",115,"2,470",7,87,0,4,59,92,"2,249",,,
Baltimore City Precinct 26-026,26-026,Adj,"2,258",340,"1,874",16,11,0,17,83,102,"1,919",,,
Baltimore City Precinct 26-027,26-027,Adj,"1,765",223,"1,504",5,14,1,18,68,48,"1,513",,,
Baltimore City Precinct 26-028,26-028,Adj,"1,280",74,"1,182",1,13,2,8,58,33,"1,099",,,
Baltimore City Precinct 26-029,26-029,Adj,"5,422",420,"4,948",12,10,1,31,122,142,"4,412",,,
Baltimore City Precinct 26-030,26-030,Adj,"1,183",289,880,2,7,0,5,26,52,"1,024",,,
Baltimore City Precinct 26-031,26-031,Adj,"1,013",398,576,4,33,1,1,89,54,868,,,
Baltimore City Precinct 26-032,26-032,Adj,"2,163",110,"2,040",1,2,0,10,56,38,"1,740",,,
Baltimore City Precinct 26-033,26-033,Adj,"1,973",93,"1,870",5,3,0,2,45,29,"1,626",,,
Baltimore City Precinct 27-001,27-001,Adj,"2,674",579,"2,036",10,22,0,27,123,114,"2,291",,,
Baltimore City Precinct 27-002,27-002,Unadj,576,410,155,1,10,0,0,41,45,538,,,
Baltimore City Precinct 27-003,27-003,Adj,730,323,387,4,13,0,3,39,36,644,,,
Baltimore City Precinct 27-004,27-004,Adj,627,291,308,1,22,0,5,33,31,558,,,
Baltimore City Precinct 27-005,27-005,Adj,"2,895","1,158","1,642",20,46,4,25,127,83,"2,465",,,
Baltimore City Precinct 27-006,27-006,Adj,"3,916",676,"3,161",11,39,0,29,123,154,"3,295",,,
Baltimore City Precinct 27-007,27-007,Adj,"1,782",319,"1,434",3,19,2,5,55,43,"1,473",,,
Baltimore City Precinct 27-008,27-008,Adj,"3,305","1,015","2,212",9,33,2,34,140,133,"2,846",,,
Baltimore City Precinct 27-009,27-009,Adj,"1,720",717,956,12,18,0,17,89,103,"1,495",,,
Baltimore City Precinct 27-010,27-010,Adj,930,534,370,1,16,3,6,53,43,806,,,
Baltimore City Precinct 27-011,27-011,Adj,"2,916","1,374","1,452",4,70,2,14,121,209,"2,622",,,
Baltimore City Precinct 27-012,27-012,Adj,758,430,309,0,14,0,5,50,51,714,,,
Baltimore City Precinct 27-013,27-013,Adj,"4,218",803,"3,320",9,46,1,39,159,232,"3,540",,,
Baltimore City Precinct 27-014,27-014,Adj,"3,023","1,336","1,639",10,20,0,18,163,139,"2,712",,,
Baltimore City Precinct 27-015,27-015,Adj,"2,806",337,"2,419",11,22,1,16,105,82,"2,336",,,
Baltimore City Precinct 27-016,27-016,Adj,923,387,516,5,9,1,5,35,27,788,,,
Baltimore City Precinct 27-017,27-017,Adj,"1,389",374,970,4,23,1,17,41,49,"1,197",,,
Baltimore City Precinct 27-018,27-018,Adj,"3,312","1,314","1,205",9,755,3,26,228,173,"3,337",,,
Baltimore City Precinct 27-019,27-019,Adj,937,52,874,0,6,1,4,28,13,768,,,
Baltimore City Precinct 27-020,27-020,Adj,"2,989",273,"2,619",6,77,2,12,63,92,"2,560",,,
Baltimore City Precinct 27-021,27-021,Adj,"3,101",145,"2,879",1,47,4,25,74,56,"2,625",,,
Baltimore City Precinct 27-022,27-022,Adj,"2,834",97,"2,710",1,15,1,10,81,45,"2,392",,,
Baltimore City Precinct 27-023,27-023,Adj,647,25,608,0,5,2,7,11,5,541,,,
Baltimore City Precinct 27-024,27-024,Adj,614,13,592,3,0,0,6,19,12,553,,,
Baltimore City Precinct 27-025,27-025,Adj,"1,458",57,"1,386",0,10,0,5,40,32,"1,252",,,
Baltimore City Precinct 27-026,27-026,Adj,"1,393",275,"1,061",0,39,0,18,50,48,"1,298",,,
Baltimore City Precinct 27-027,27-027,Adj,"2,105",54,"2,033",3,3,0,12,66,23,"1,750",,,
Baltimore City Precinct 27-028,27-028,Adj,"1,495",36,"1,442",4,6,0,7,43,19,"1,228",,,
Baltimore City Precinct 27-029,27-029,Adj,"1,080",37,"1,030",1,4,0,8,23,19,918,,,
Baltimore City Precinct 27-030,27-030,Adj,"1,780",44,"1,720",0,7,0,9,59,70,"1,543",,,
Baltimore City Precinct 27-031,27-031,Adj,"2,820",103,"2,664",9,27,0,17,75,71,"2,316",,,
Baltimore City Precinct 27-032,27-032,Adj,"2,997","1,008","1,872",5,97,0,15,113,175,"2,732",,,
Baltimore City Precinct 27-033,27-033,Adj,"2,595",577,"1,962",2,39,2,13,133,112,"2,319",,,
Baltimore City Precinct 27-034,27-034,Adj,"1,834",114,"1,686",2,22,1,9,80,43,"1,540",,,
Baltimore City Precinct 27-035,27-035,Adj,"3,829",151,"3,641",8,5,0,24,116,108,"3,111",,,
Baltimore City Precinct 27-036,27-036,Adj,"1,199",48,"1,129",2,3,0,17,41,20,950,,,
Baltimore City Precinct 27-037,27-037,Adj,787,562,183,0,36,0,6,25,29,637,,,
Baltimore City Precinct 27-038,27-038,Adj,"2,259","1,082",729,1,434,1,12,132,192,"2,321",,,
Baltimore City Precinct 27-039,27-039,Adj,901,789,77,2,31,0,2,48,54,786,,,
Baltimore City Precinct 27-040,27-040,Unadj,"1,744","1,498",163,0,76,0,7,89,87,"1,469",,,
Baltimore City Precinct 27-041,27-041,Adj,"2,253","1,771",381,4,75,0,22,100,108,"1,892",,,
Baltimore City Precinct 27-042,27-042,Unadj,"1,963","1,570",294,0,83,0,16,75,82,"1,674",,,
Baltimore City Precinct 27-043,27-043,Adj,822,681,91,1,46,0,3,31,45,848,,,
Baltimore City Precinct 27-044,27-044,Unadj,"1,378","1,259",56,2,52,0,9,72,47,"1,181",,,
Baltimore City Precinct 27-045,27-045,Unadj,"4,315","2,789",357,0,"1,156",1,12,249,410,"4,533",,,
Baltimore City Precinct 27-046,27-046,Unadj,994,851,76,0,59,0,8,70,46,883,,,
Baltimore City Precinct 27-047,27-047,Adj,"1,613","1,004",348,5,249,1,6,77,100,"1,549",,,
Baltimore City Precinct 27-048,27-048,Adj,"1,105",248,800,3,49,0,5,56,37,"1,039",,,
Baltimore City Precinct 27-049,27-049,Adj,"3,600","2,882",502,5,159,0,52,197,133,"3,021",,,
Baltimore City Precinct 27-050,27-050,Adj,"1,273",823,399,1,33,0,17,66,78,"1,129",,,
Baltimore City Precinct 27-051,27-051,Adj,376,99,274,0,2,0,1,11,4,376,,,
Baltimore City Precinct 27-052,27-052,Adj,"3,427",96,"3,284",10,15,2,20,91,112,"2,907",,,
Baltimore City Precinct 27-053,27-053,Adj,"2,095",80,"2,002",8,1,0,4,35,62,"1,679",,,
Baltimore City Precinct 27-054,27-054,Adj,643,28,610,1,1,1,2,19,11,521,,,
Baltimore City Precinct 27-055,27-055,Adj,"1,038",13,"1,018",2,4,0,1,20,12,812,,,
Baltimore City Precinct 27-056,27-056,Adj,"1,128",13,"1,098",4,6,0,7,27,32,955,,,
Baltimore City Precinct 27-057,27-057,Adj,"2,560",51,"2,474",7,27,1,0,72,55,"2,252",,,
Baltimore City Precinct 27-058,27-058,Adj,772,17,744,3,2,0,6,20,17,644,,,
Baltimore City Precinct 27-059,27-059,Adj,"1,099",37,"1,050",1,5,0,6,34,47,967,,,
Baltimore City Precinct 27-060,27-060,Adj,"1,854",369,"1,457",0,18,0,10,57,89,"1,599",,,
Baltimore City Precinct 27-061,27-061,Adj,978,213,733,0,20,0,12,36,57,834,,,
Baltimore City Precinct 27-062,27-062,Adj,"2,796","1,540","1,163",7,33,0,53,59,204,"2,357",,,
Baltimore City Precinct 27-063,27-063,Adj,"2,467","1,313","1,053",2,42,1,56,67,82,"1,881",,,
Baltimore City Precinct 27-064,27-064,Adj,"2,424","1,823",445,1,71,0,84,96,87,"1,835",,,
Baltimore City Precinct 27-065,27-065,Adj,"4,443","3,127","1,143",3,114,0,56,115,128,"3,477",,,
Baltimore City Precinct 27-066,27-066,Adj,"3,152","2,449",636,0,23,0,44,111,189,"2,484",,,
Baltimore City Precinct 27-067,27-067,Adj,"2,975","1,169","1,686",8,38,0,74,98,934,"2,977",,,
Baltimore City Precinct 28-001,28-001,Adj,"1,651",108,"1,513",1,24,0,5,45,310,"1,601",,,
Baltimore City Precinct 28-002,28-002,Adj,"2,582",73,"2,461",13,14,1,20,94,103,"2,353",,,
Baltimore City Precinct 28-003,28-003,Adj,485,12,464,2,5,0,2,20,24,453,,,
Baltimore City Precinct 28-004,28-004,Adj,904,18,875,4,3,3,1,26,36,791,,,
Baltimore City Precinct 28-005,28-005,Adj,"2,016",33,"1,961",3,6,1,12,46,79,"1,705",,,
Baltimore City Precinct 28-006,28-006,Adj,"2,931",77,"2,784",6,16,3,45,83,104,"2,479",,,
Baltimore City Precinct 28-007,28-007,Adj,"1,424",48,"1,328",6,9,0,33,33,31,"1,206",,,
Baltimore City Precinct 28-008,28-008,Adj,"2,011",75,"1,899",2,10,0,25,63,47,"1,683",,,
Baltimore City Precinct 28-009,28-009,Adj,"2,858",399,"2,392",8,48,0,11,123,124,"2,478",,,
Baltimore City Precinct 28-010,28-010,Adj,"2,434",248,"2,144",5,21,0,16,107,63,"2,125",,,
Baltimore City Precinct 28-011,28-011,Adj,"2,185",204,"1,963",2,7,0,9,48,69,"1,869",,,
Baltimore City Precinct 28-012,28-012,Adj,"1,889",350,"1,460",13,47,0,19,106,72,"1,725",,,
Baltimore City Precinct 28-013,28-013,Adj,"1,910",89,"1,799",4,10,0,8,62,32,"1,575",,,
Baltimore City Precinct 28-014,28-014,Adj,848,61,773,0,4,0,10,29,24,710,,,
Baltimore City Precinct 28-015,28-015,Adj,"2,384",717,"1,619",4,36,2,6,94,134,"2,082",,,
